iteration,time_used(s),python_coverage,c_coverage
93,2913.9359073638916,17295,33190
94,2931.129852771759,17313,33317
95,2944.761833190918,17313,33362
96,2962.155299425125,17313,33426
97,2982.452191591263,17313,33457
98,2995.5354557037354,17313,33487
99,3012.123600959778,17313,33506
100,3028.6693205833435,17313,33536
101,3046.2644114494324,17313,33608
102,3059.6964168548584,17314,33608
103,3080.9076883792877,17317,33671
104,3180.9501576423645,17328,33675
105,3198.5019450187683,17328,33707
106,3215.9988627433777,17328,33789
107,3233.597624540329,17328,33820
108,3248.137181997299,17328,33840
109,3348.3110914230347,17329,33840
110,3448.352233171463,17329,33925
111,3467.7089126110077,17329,34008
112,3490.6703827381134,17329,34066
113,3503.616468667984,17333,34099
114,3531.3181025981903,17484,34621
115,3544.917244911194,17490,34680
116,3557.545331478119,17490,34697
117,3574.073760509491,17490,34746
118,3591.6209399700165,17490,34782
119,3608.216260910034,17490,34831
120,3622.8290886878967,17490,35060
121,3641.828192949295,17490,35060
122,3659.8800082206726,17490,35090
123,3676.924127817154,17494,35136
124,3693.3827364444733,17499,35159
125,3711.6322066783905,17499,35409
126,3728.2362897396088,17499,35427
127,3741.324154138565,17499,35453
128,3759.272861480713,17499,35498
129,3859.3863592147827,17500,35535
130,3959.512300014496,17502,35614
131,3974.665581226349,17502,35663
132,3992.773029088974,17508,35667
133,4093.299961566925,17508,35668
134,4112.848391056061,17508,35749
135,4122.627940893173,17509,35848
136,4141.2772128582,17509,35880
137,4164.137472867966,17532,35970
138,4183.641108512878,17534,36098
139,4224.36168217659,17552,36195
140,4256.393289089203,17553,36202
141,4277.794969797134,17558,36202
142,4299.708802938461,17558,36253
143,4320.913440465927,17558,36311
144,4349.758952617645,17558,36402
145,4371.480980157852,17558,36484
146,4387.284431695938,17558,36552
147,4458.205982208252,17558,36604
148,4513.629060506821,17559,36631
149,4537.702993392944,17559,36700
150,4566.699082136154,17559,36734
151,4592.125098466873,17569,36764
152,4608.766222000122,17569,36792
153,4639.000430583954,17569,36798
154,4691.631067276001,17569,36842
155,4735.649297475815,17569,36878
156,4757.481732845306,17569,36920
157,4773.532591819763,17572,36961
158,4817.753325462341,17572,36961
159,4839.866496562958,17572,36961
160,4861.834870815277,17572,36996
161,4880.198449611664,17573,36996
162,4896.751024007797,17573,37033
163,4917.146817684174,17573,37052
164,4939.164474248886,17573,37140
165,4956.058698654175,17573,37161
166,5056.110892772675,17573,37163
167,5081.0843386650085,17573,37180
168,5101.511131286621,17573,37180
169,5120.00590634346,17584,37284
170,5137.188647508621,17584,37311
171,5157.646313428879,17584,37367
172,5215.190700054169,17601,37499
173,5240.867879390717,17608,37499
174,5257.167670249939,17608,37542
175,5283.435784816742,17608,37542
176,5304.389741659164,17608,37542
177,5326.395726919174,17608,37614
178,5351.670033216476,17608,37689
179,5372.986312866211,17609,37762
180,5390.088249921799,17609,37799
181,5411.440084934235,17609,37837
182,5477.46578502655,17609,37870
183,5494.4120008945465,17609,37907
184,5520.372648000717,17609,37907
185,5543.292520284653,17609,37935
186,5563.753149032593,17617,38001
187,5591.3379855155945,17622,38050
188,5681.0183844566345,17626,38153
189,5708.2314167022705,17626,38252
190,5808.2777507305145,17636,38395
191,5826.411974906921,17636,38478
192,5846.90651679039,17637,38481
193,5862.295052051544,17640,38534
194,5881.332239151001,17640,38554
195,5981.461616277695,17645,38663
196,5997.445283174515,17645,38713
197,6012.8839609622955,17645,38714
198,6028.857654094696,17645,38748
199,6041.342612028122,17646,38748
200,6059.075978517532,17646,38791
201,6072.554276943207,17646,38833
202,6172.600409269333,17647,38833
203,6189.892281532288,17647,38877
204,6206.494578123093,17647,38912
205,6221.57651424408,17647,38925
206,6238.572594881058,17647,38973
207,6252.061899900436,17647,39028
208,6268.600857257843,17647,39078
209,6285.595674753189,17647,39113
210,6299.169498920441,17648,39207
211,6327.144028902054,17651,39238
212,6340.325809001923,17651,39274
213,6358.314530134201,17651,39329
214,6451.961915254593,17651,39373
215,6470.546047925949,17651,39410
216,6488.0975551605225,17651,39568
217,6505.591564655304,17651,39723
218,6568.628258228302,17652,39724
219,6581.155023813248,17652,39724
220,6596.680710315704,17652,39742
221,6613.017538547516,17653,39742
222,6630.466703891754,17657,39794
223,6653.095497131348,17657,39794
224,6665.728937625885,17657,39839
225,6765.782652139664,17658,39839
226,6781.918023586273,17658,39885
227,6794.452209711075,17658,39930
228,6807.035191774368,17658,39973
229,6833.258332252502,17658,39999
230,6849.947692632675,17658,40039
231,6864.978847980499,17673,40053
232,6902.848322629929,17680,40122
233,6937.419188499451,17680,40137
234,6949.952218294144,17680,40206
235,6967.397670030594,17681,40210
236,6984.388031005859,17681,40249
237,7006.903362751007,17699,40390
238,7024.50407409668,17699,40454
239,7041.636716127396,17699,40495
240,7062.238687992096,17699,40528
241,7075.251239061356,17699,40557
242,7138.783785104752,17699,40557
243,7154.885789632797,17699,40639
244,7254.936033964157,17703,40769
245,7271.109416246414,17706,40809
246,7290.011211395264,17706,40928
247,7308.61074256897,17706,41089
248,7329.068948984146,17706,41089
249,7429.127978801727,17706,41089
250,7529.172461509705,17712,41152
251,7563.986750364304,17733,41206
252,7578.025858402252,17733,41305
253,7591.496089220047,17733,41347
254,7609.683351993561,17733,41400
255,7638.298813581467,17744,41416
256,7701.625986337662,17749,41475
257,7718.628632307053,17749,41598
258,7735.163762807846,17749,41623
259,7754.2637684345245,17749,41658
260,7773.349516868591,17749,41698
261,7786.340779542923,17750,41733
262,7852.484082937241,17751,41733
263,7869.023536682129,17754,41762
264,7888.222362518311,17754,41840
265,7902.910511016846,17754,41897
266,7919.956711530685,17755,41897
267,8019.996769189835,17755,41907
268,8034.1875920295715,17755,41942
269,8054.757913827896,17755,41971
270,8074.32218837738,17755,41997
271,8146.24284863472,17755,41997
272,8163.234606027603,17755,42031
273,8175.771506547928,17755,42065
274,8192.817056655884,17755,42101
275,8213.221841096878,17755,42140
276,8229.15467953682,17755,42165
277,8266.73386836052,17763,42165
278,8290.694502592087,17763,42179
279,8390.7727394104,17764,42179
280,8428.436507225037,17764,42264
281,8444.428553581238,17764,42290
282,8461.406906366348,17764,42290
283,8480.048549413681,17764,42568
284,8499.986793518066,17764,42596
285,8513.060749530792,17765,42596
286,8528.598171710968,17765,42615
287,8535.11747455597,17787,42860
288,8554.31421327591,17787,42957
289,8574.914208650589,17789,42958
290,8593.909578323364,17789,42984
291,8611.255247592926,17789,43036
292,8638.660794496536,17792,43042
293,8652.346115350723,17792,43083
294,8669.040689706802,17792,43121
295,8687.891888856888,17792,43209
296,8703.48422074318,17792,43249
297,8715.865412950516,17792,43274
298,8733.057125329971,17792,43345
299,8749.594484090805,17793,43345
300,8768.841695547104,17793,43423
301,8785.582261800766,17793,43423
302,8798.812071561813,17793,43459
303,8819.366993188858,17793,43508
304,8919.629178762436,17797,43564
305,8932.809888601303,17800,43629
306,8955.068948507309,17800,43661
307,8971.053989887238,17800,43701
308,8985.892692565918,17800,43778
309,9002.488673448563,17800,43855
310,9020.575594186783,17800,43883
311,9033.664890766144,17800,43920
312,9050.107234239578,17800,43930
313,9063.084642887115,17800,43951
314,9080.127500534058,17800,44043
315,9093.512462377548,17809,44105
316,9193.547321796417,17809,44186
317,9206.824346542358,17809,44237
318,9247.751086711884,17809,44237
319,9267.406190395355,17809,44237
320,9284.15256023407,17809,44280
321,9312.437795639038,17811,44321
322,9329.081948757172,17811,44513
323,9342.06904387474,17811,44513
324,9355.103847265244,17811,44549
325,9374.804373502731,17811,44706
326,9474.852939128876,17811,44706
327,9526.007854700089,17811,44736
328,9543.805942296982,17811,44823
329,9559.895729541779,17811,44875
330,9581.261400461197,17811,44876
331,9600.865688800812,17811,44969
332,9617.916714191437,17811,45023
333,9633.909605026245,17811,45060
334,9653.861451387405,17812,45093
335,9754.115851402283,17813,45093
336,9768.342918634415,17813,45136
337,9781.415176391602,17814,45136
338,9799.950642108917,17814,45226
339,9815.928406238556,17815,45226
340,9832.919801950455,17815,45267
341,9932.96498298645,17815,45268
342,10033.010513067245,17819,45268
343,10050.091191291809,17819,45339
344,10062.620789051056,17819,45376
345,10078.596131563187,17819,45427
346,10091.219772815704,17819,45446
347,10103.988271713257,17820,45446
348,10116.958291053772,17820,45446
349,10150.56053519249,17820,45448
350,10163.790239572525,17820,45489
351,10182.375749349594,17820,45517
352,10197.510643482208,17823,45517
353,10226.388764858246,17823,45616
354,10241.925064086914,17823,45656
355,10261.925117731094,17823,45656
356,10279.422444581985,17823,45730
357,10292.909955739975,17825,45730
358,10317.52715086937,17825,45730
359,10336.019627332687,17825,45793
360,10352.462180137634,17826,45797
361,10365.599243879318,17829,45831
362,10379.03389954567,17829,45897
363,10392.017057657242,17829,45932
364,10412.620166301727,17829,45977
365,10439.149268627167,17829,46000
366,10455.386487007141,17829,46042
367,10485.069238424301,17830,46042
368,10500.408778905869,17830,46064
369,10600.80333352089,17830,46064
370,10638.605187416077,17831,46093
371,10662.483138084412,17831,46123
372,10762.535064220428,17832,46123
373,10862.690470933914,17835,46123
374,10882.755467653275,17835,46173
375,10899.714953899384,17835,46215
376,10916.871546268463,17835,46215
377,10939.626634120941,17835,46243
378,10961.041674137115,17835,46285
379,10978.79696559906,17836,46285
380,11000.610179901123,17836,46366
381,11016.510552167892,17836,46410
382,11035.719630479813,17836,46718
383,11135.808627605438,17836,46718
384,11155.321555614471,17848,46761
385,11194.683265924454,17848,46833
386,11213.695231676102,17848,46975
387,11231.960255622864,17851,46975
388,11254.632278442383,17851,46976
389,11337.747502803802,17873,47192
390,11376.245122909546,17873,47219
391,11397.616175413132,17873,47316
392,11418.98467206955,17873,47328
393,11442.208807706833,17873,47474
394,11464.413024425507,17873,47496
395,11495.483359575272,17903,47496
396,11510.372520446777,17932,48499
397,11532.879313468933,17932,48527
398,11557.548011302948,17932,48557
399,11580.979666233063,17932,48639
400,11600.420597791672,17932,48675
401,11614.589323997498,17932,48688
402,11636.934539079666,17932,48747
403,11653.791426897049,17932,48818
404,11754.010754108429,17932,48820
405,11779.58351945877,17932,49097
406,11802.119465589523,17932,49169
407,11822.134706258774,17932,49169
408,11841.656093358994,17939,49170
409,11855.556256532669,17939,49217
410,11869.960127830505,17939,49254
411,11894.54082942009,17939,49294
412,11916.055114984512,17939,49327
413,11936.632917165756,17942,49356
414,11967.266658067703,17942,49405
415,11989.83725476265,17942,49454
416,12011.152873754501,17953,49497
417,12052.981276512146,17953,49498
418,12098.986942529678,17956,49498
419,12119.284269809723,17956,49533
420,12135.823571920395,17956,49533
421,12155.571536540985,17960,49537
422,12257.44289970398,17963,49537
423,12357.602156162262,17963,49558
424,12380.654123306274,17963,49648
425,12407.509318828583,17965,49880
426,12430.32571053505,17965,49916
427,12453.13493013382,17967,49954
428,12476.094267606735,17967,49996
429,12499.005483150482,17967,50017
430,12544.495328426361,17967,50017
431,12572.381383895874,17967,50061
432,12595.202483654022,17967,50091
433,12611.008267879486,17967,50152
434,12711.378477811813,17967,50186
435,12745.591002464294,17967,50217
436,12781.5250852108,17967,50242
437,12803.4950466156,17968,50242
438,12860.617008924484,17969,50286
439,12900.757960557938,17969,50339
440,12917.447536706924,17974,50340
441,13017.497709274292,17974,50340
442,13056.00446152687,17974,50340
443,13073.008183002472,17975,50371
444,13092.317727804184,17978,50408
445,13117.74225950241,17978,50512
446,13163.54525399208,17978,50514
447,13184.811858415604,17978,50532
448,13216.75999212265,17990,50533
449,13239.523873329163,17995,50590
450,13260.12866806984,17995,50590
451,13277.182742595673,17999,50590
452,13298.895010948181,18000,50590
453,13313.895040512085,18001,50618
454,13329.24310183525,18002,50618
455,13354.974747896194,18002,50689
456,13370.420860528946,18003,50692
457,13470.474326848984,18003,50692
458,13491.150304317474,18003,50708
